UniqueID,biddable,startprice,condition,cellular,carrier,color,storage,productline,sold,noDescription,charCountDescription,upperCaseDescription,startprice_99end
10985,not biddable,389.99,used,Cellular,Sprint/T-Mobile,Unknown,16/32/64 GB,iPad Air 1/2,0,no description,88,1,99 ending
10986,not biddable,439.98,new,Unknown,Unknown,Unknown,Unknown,Unknown,1,no description,74,3,not a 99 ending
10987,not biddable,462.89,new,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
10988,biddable,0.99,used,No cellular,None,Space Gray,128 GB,iPad mini3,1,contains description,0,0,99 ending
10989,not biddable,299.99,new,No cellular,None,Unknown,16/32/64 GB,iPad mini3,0,contains description,0,0,99 ending
10990,not biddable,239.99,used,No cellular,None,Black,16/32/64 GB,iPad 3,0,contains description,0,0,99 ending
10991,not biddable,300,used,No cellular,None,White,16/32/64 GB,Unknown,1,contains description,0,0,not a 99 ending
10992,biddable,110,used,No cellular,None,White,16/32/64 GB,iPad 2,0,no description,102,18,not a 99 ending
10993,biddable,299.99,used,Unknown,Unknown,White,Unknown,Unknown,1,contains description,0,0,99 ending
10994,not biddable,150,used,No cellular,None,Black,16/32/64 GB,iPad 2,0,no description,39,1,not a 99 ending
10995,not biddable,379.95,new,No cellular,None,Space Gray,16/32/64 GB,iPad mini3,0,contains description,0,0,not a 99 ending
10996,not biddable,227,used,Cellular,AT&T,White,16/32/64 GB,iPad 1,0,no description,98,2,not a 99 ending
10997,biddable,99,used,Unknown,Unknown,Unknown,Unknown,Unknown,1,no description,9,9,99 ending
10998,biddable,0.99,refurbished,Cellular,AT&T,Black,16/32/64 GB,iPad 1,1,no description,16,15,99 ending
10999,not biddable,387,new,No cellular,None,Space Gray,16/32/64 GB,iPad mini 2,0,contains description,0,0,not a 99 ending
11000,biddable,550,new,No cellular,None,Gold,16/32/64 GB,Unknown,0,contains description,0,0,not a 99 ending
11001,not biddable,249.99,used,No cellular,None,Space Gray,16/32/64 GB,Unknown,0,no description,3,0,99 ending
11002,not biddable,179.95,used,Cellular,Verizon,Black,16/32/64 GB,iPad 2,0,contains description,0,0,not a 99 ending
11003,not biddable,589.99,new,Cellular,Sprint/T-Mobile,Space Gray,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,99 ending
11004,biddable,169.99,used,No cellular,None,Black,Unknown,iPad 2,0,no description,25,1,99 ending
11005,not biddable,176.27,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad mini,1,contains description,0,0,not a 99 ending
11006,biddable,339,used,No cellular,None,Black,16/32/64 GB,iPad 4,0,contains description,0,0,not a 99 ending
11007,not biddable,80,used,No cellular,None,Unknown,16/32/64 GB,iPad 1,0,no description,67,3,not a 99 ending
11008,not biddable,165,used,No cellular,None,Unknown,16/32/64 GB,iPad 1,0,no description,101,3,not a 99 ending
11009,biddable,130,used,No cellular,None,Unknown,16/32/64 GB,iPad 1,0,no description,97,4,not a 99 ending
11010,not biddable,388.3,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11011,not biddable,179.95,used,No cellular,None,Black,16/32/64 GB,iPad 2,0,no description,95,3,not a 99 ending
11012,not biddable,429.99,used,Cellular,AT&T,Space Gray,16/32/64 GB,iPad Air 1/2,0,no description,67,7,99 ending
11013,not biddable,500,new,Cellular,Unknown,Unknown,16/32/64 GB,iPad mini3,0,contains description,0,0,not a 99 ending
11014,not biddable,460,new,No cellular,None,Space Gray,16/32/64 GB,iPad mini3,0,no description,100,3,not a 99 ending
11015,not biddable,173,used,No cellular,None,White,16/32/64 GB,iPad 2,1,no description,81,10,not a 99 ending
11016,biddable,220,refurbished,No cellular,None,White,16/32/64 GB,iPad mini,0,no description,52,16,not a 99 ending
11017,biddable,245,used,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
11018,not biddable,249.99,used,Cellular,AT&T,Black,16/32/64 GB,iPad 4,0,no description,97,81,99 ending
11019,not biddable,720.12,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11020,not biddable,300,refurbished,No cellular,None,White,16/32/64 GB,iPad 4,0,no description,99,9,not a 99 ending
11021,not biddable,500,used,Cellular,Sprint/T-Mobile,Unknown,16/32/64 GB,iPad mini 2,0,no description,54,2,not a 99 ending
11022,not biddable,289.99,used,Cellular,Verizon,White,16/32/64 GB,iPad 2,0,no description,105,3,99 ending
11023,not biddable,200,used,No cellular,None,White,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11024,biddable,298.97,used,Cellular,AT&T,White,16/32/64 GB,iPad 2,0,contains description,0,0,not a 99 ending
11025,not biddable,160,used,No cellular,None,Black,16/32/64 GB,iPad 2,1,contains description,0,0,not a 99 ending
11026,not biddable,229.99,used,Cellular,Verizon,White,16/32/64 GB,iPad 3,1,no description,101,3,99 ending
11027,biddable,149.95,used,No cellular,None,Space Gray,16/32/64 GB,iPad mini,1,no description,26,3,not a 99 ending
11028,biddable,24.99,used,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,99 ending
11029,not biddable,108,used,Cellular,AT&T,White,16/32/64 GB,Unknown,0,no description,98,2,not a 99 ending
11030,biddable,99.99,used,No cellular,None,White,128 GB,iPad 4,1,contains description,0,0,99 ending
11031,not biddable,229.99,used,Unknown,Unknown,Unknown,Unknown,Unknown,0,no description,100,4,99 ending
11032,not biddable,234.99,used,No cellular,None,Black,16/32/64 GB,iPad 2,0,contains description,0,0,99 ending
11033,biddable,152,used,No cellular,None,Black,16/32/64 GB,iPad 2,0,contains description,0,0,not a 99 ending
11034,not biddable,699,new,Cellular,Unknown,Unknown,128 GB,iPad Air 1/2,0,no description,12,0,99 ending
11035,not biddable,475,new,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11036,not biddable,209,used,No cellular,None,Black,16/32/64 GB,iPad 2,1,contains description,0,0,not a 99 ending
11037,not biddable,90,used,No cellular,None,Unknown,16/32/64 GB,iPad 1,0,contains description,0,0,not a 99 ending
11038,not biddable,85.95,used,No cellular,None,Unknown,16/32/64 GB,iPad 1,0,contains description,0,0,not a 99 ending
11039,biddable,0.99,used,No cellular,None,Space Gray,16/32/64 GB,iPad mini,1,no description,27,3,99 ending
11040,not biddable,320.99,used,No cellular,None,White,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,99 ending
11041,not biddable,339,used,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,0,no description,68,2,not a 99 ending
11042,biddable,528,new,Cellular,Unknown,Unknown,128 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
11043,biddable,0.99,refurbished,No cellular,None,Black,16/32/64 GB,iPad 1,1,no description,33,4,99 ending
11044,not biddable,146.99,used,No cellular,None,White,16/32/64 GB,iPad 2,0,no description,91,4,99 ending
11045,not biddable,539.95,new,No cellular,None,Unknown,128 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11046,not biddable,92,used,Cellular,AT&T,White,16/32/64 GB,iPad 1,0,no description,95,4,not a 99 ending
11047,not biddable,199.99,refurbished,No cellular,None,Unknown,16/32/64 GB,iPad 2,0,no description,53,2,99 ending
11048,not biddable,160,used,Cellular,Verizon,Unknown,16/32/64 GB,iPad 2,0,no description,58,49,not a 99 ending
11049,not biddable,349,new,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
11050,not biddable,84.99,used,No cellular,None,Unknown,16/32/64 GB,iPad 1,0,contains description,0,0,99 ending
11051,not biddable,225,used,No cellular,None,Black,16/32/64 GB,iPad 2,0,contains description,0,0,not a 99 ending
11052,biddable,180,used,No cellular,None,Unknown,16/32/64 GB,iPad 1,0,contains description,0,0,not a 99 ending
11053,biddable,450,used,Cellular,Unknown,Unknown,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
11054,biddable,100,used,No cellular,None,Unknown,16/32/64 GB,iPad mini 2,1,contains description,0,0,not a 99 ending
11055,biddable,100,new,No cellular,None,White,16/32/64 GB,Unknown,1,contains description,0,0,not a 99 ending
11056,biddable,250,new,Unknown,Unknown,Space Gray,16/32/64 GB,Unknown,1,contains description,0,0,not a 99 ending
11057,biddable,300,new,Cellular,Sprint/T-Mobile,Space Gray,16/32/64 GB,iPad 4,1,contains description,0,0,not a 99 ending
11058,not biddable,517.89,new,Cellular,AT&T,White,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11059,not biddable,500,new,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
11060,not biddable,397.75,used,Cellular,Verizon,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11061,not biddable,200,used,No cellular,None,White,16/32/64 GB,iPad mini,1,contains description,0,0,not a 99 ending
11062,not biddable,239,refurbished,Cellular,Sprint/T-Mobile,Unknown,16/32/64 GB,iPad mini,1,no description,59,3,not a 99 ending
11063,not biddable,259.99,refurbished,No cellular,None,Unknown,16/32/64 GB,iPad 4,0,no description,21,1,99 ending
11064,biddable,250,new,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
11065,biddable,429.99,new,No cellular,None,Gold,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,99 ending
11066,biddable,99.99,used,No cellular,None,Gold,16/32/64 GB,iPad Air 1/2,1,no description,4,1,99 ending
11067,biddable,549.99,new,No cellular,None,Gold,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,99 ending
11068,not biddable,294.99,used,No cellular,None,White,16/32/64 GB,iPad 2,0,contains description,0,0,99 ending
11069,not biddable,189.99,used,Cellular,Verizon,Black,16/32/64 GB,iPad 2,0,no description,97,13,99 ending
11070,not biddable,398.99,new,No cellular,None,White,16/32/64 GB,iPad mini,0,contains description,0,0,99 ending
11071,not biddable,429.99,new,Cellular,AT&T,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,99 ending
11072,biddable,199,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad mini,0,no description,98,5,99 ending
11073,not biddable,495.49,new,No cellular,None,White,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11074,not biddable,249.59,refurbished,Cellular,Unknown,Black,16/32/64 GB,iPad 4,0,no description,96,2,not a 99 ending
11075,not biddable,250,used,Cellular,Verizon,White,16/32/64 GB,iPad 3,0,no description,9,1,not a 99 ending
11076,not biddable,99,used,Cellular,AT&T,White,16/32/64 GB,iPad 1,0,no description,95,1,99 ending
11077,not biddable,108,used,Cellular,AT&T,White,16/32/64 GB,Unknown,0,no description,98,2,not a 99 ending
11078,biddable,225,used,No cellular,None,White,16/32/64 GB,iPad mini 2,0,no description,14,1,not a 99 ending
11079,not biddable,350,used,No cellular,None,Unknown,16/32/64 GB,iPad 4,0,contains description,0,0,not a 99 ending
11080,not biddable,82.98,used,No cellular,None,Unknown,16/32/64 GB,iPad 1,0,contains description,0,0,not a 99 ending
11081,not biddable,190.45,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad 2,0,no description,97,2,not a 99 ending
11082,not biddable,101,used,Cellular,AT&T,White,16/32/64 GB,iPad 1,0,no description,95,1,not a 99 ending
11083,not biddable,415,used,Cellular,Sprint/T-Mobile,Unknown,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11084,not biddable,469,new,No cellular,None,White,128 GB,iPad mini 2,0,contains description,0,0,not a 99 ending
11085,biddable,0.99,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad mini,1,no description,101,4,99 ending
11086,not biddable,249.99,used,No cellular,None,White,Unknown,iPad 4,1,contains description,0,0,99 ending
11087,not biddable,227.88,refurbished,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11088,not biddable,350,new,Unknown,Unknown,Space Gray,16/32/64 GB,iPad mini Retina,0,contains description,0,0,not a 99 ending
11089,not biddable,199.97,used,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,no description,36,2,not a 99 ending
11090,not biddable,280,new,No cellular,None,White,16/32/64 GB,iPad mini 2,0,no description,99,7,not a 99 ending
11091,not biddable,172,used,No cellular,None,White,16/32/64 GB,iPad 2,0,no description,98,2,not a 99 ending
11092,biddable,199,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad mini,0,no description,98,5,99 ending
11093,not biddable,199.99,used,No cellular,None,Space Gray,16/32/64 GB,iPad mini,0,no description,19,3,99 ending
11094,not biddable,449,new,No cellular,None,Gold,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11095,biddable,349.99,used,No cellular,None,Black,16/32/64 GB,iPad Air 1/2,0,no description,47,1,99 ending
11096,biddable,0.99,used,Cellular,Sprint/T-Mobile,Black,16/32/64 GB,iPad mini 2,1,no description,65,53,99 ending
11097,biddable,300,used,Cellular,Verizon,Black,16/32/64 GB,iPad 3,0,no description,82,2,not a 99 ending
11098,not biddable,310,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad mini 2,0,contains description,0,0,not a 99 ending
11099,biddable,1,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad Air 1/2,1,no description,93,3,not a 99 ending
11100,biddable,0.99,used,No cellular,None,Unknown,16/32/64 GB,iPad 3,1,no description,4,1,99 ending
11101,not biddable,215,used,Cellular,Verizon,Unknown,16/32/64 GB,iPad 4,1,contains description,0,0,not a 99 ending
11102,biddable,0.99,used,Unknown,Unknown,Unknown,Unknown,Unknown,1,contains description,0,0,99 ending
11103,not biddable,170,used,Cellular,AT&T,Black,16/32/64 GB,iPad 2,0,contains description,0,0,not a 99 ending
11104,not biddable,257.83,refurbished,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,0,no description,101,8,not a 99 ending
11105,not biddable,303.67,used,No cellular,None,Gold,16/32/64 GB,iPad mini Retina,0,no description,100,25,not a 99 ending
11106,not biddable,258.88,new,No cellular,None,Black,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11107,not biddable,160,used,No cellular,None,Unknown,16/32/64 GB,iPad 2,1,no description,92,5,not a 99 ending
11108,not biddable,196,used,Unknown,Unknown,White,16/32/64 GB,iPad 3,0,no description,93,4,not a 99 ending
11109,not biddable,174.99,used,No cellular,None,Black,16/32/64 GB,iPad 1,0,no description,30,1,99 ending
11110,not biddable,550,new,Cellular,Unknown,Space Gray,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11111,not biddable,100,used,No cellular,None,Unknown,16/32/64 GB,iPad 1,0,contains description,0,0,not a 99 ending
11112,not biddable,424.95,used,No cellular,None,White,128 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11113,not biddable,500,used,No cellular,None,Black,128 GB,iPad 4,0,no description,64,1,not a 99 ending
11114,not biddable,120.02,used,No cellular,None,Unknown,16/32/64 GB,iPad 1,0,contains description,0,0,not a 99 ending
11115,biddable,0.99,new,No cellular,None,Unknown,128 GB,iPad Air 1/2,1,no description,29,1,99 ending
11116,not biddable,110,used,No cellular,None,White,16/32/64 GB,iPad 1,0,no description,96,74,not a 99 ending
11117,biddable,25,used,No cellular,None,Space Gray,16/32/64 GB,iPad mini 2,1,contains description,0,0,not a 99 ending
11118,not biddable,469.99,used,Cellular,AT&T,Unknown,128 GB,iPad Air 1/2,0,no description,100,3,99 ending
11119,not biddable,389.99,used,Unknown,Unknown,Unknown,Unknown,iPad mini3,1,no description,100,2,99 ending
11120,not biddable,325,used,No cellular,None,Unknown,16/32/64 GB,iPad 4,0,contains description,0,0,not a 99 ending
11121,biddable,426.99,new,No cellular,None,Gold,16/32/64 GB,iPad mini3,0,no description,100,3,99 ending
11122,biddable,0.99,used,Cellular,Unknown,Space Gray,16/32/64 GB,iPad mini,1,no description,41,2,99 ending
11123,not biddable,449.99,used,Cellular,Verizon,Unknown,16/32/64 GB,iPad Air 1/2,0,no description,99,16,99 ending
11124,not biddable,198,used,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,no description,101,2,not a 99 ending
11125,not biddable,319.95,used,No cellular,None,White,16/32/64 GB,iPad 3,1,no description,19,1,not a 99 ending
11126,not biddable,419.99,new,Cellular,AT&T,White,16/32/64 GB,iPad 4,0,contains description,0,0,99 ending
11127,biddable,150,used,No cellular,None,Space Gray,16/32/64 GB,Unknown,0,no description,95,1,not a 99 ending
11128,biddable,400,new,Cellular,Unknown,Unknown,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
11129,biddable,350,new,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,1,no description,105,3,not a 99 ending
11130,not biddable,495.99,new,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,99 ending
11131,biddable,500,new,Cellular,Unknown,Space Gray,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
11132,not biddable,339,used,No cellular,None,White,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
11133,not biddable,300,used,Unknown,Unknown,Unknown,16/32/64 GB,iPad 3,0,no description,92,4,not a 99 ending
11134,biddable,99,used,Unknown,Unknown,Unknown,16/32/64 GB,iPad 3,1,no description,100,4,99 ending
11135,not biddable,289.95,used,Cellular,Sprint/T-Mobile,Black,16/32/64 GB,iPad mini 2,0,no description,89,70,not a 99 ending
11136,not biddable,549.95,used,Cellular,Unknown,Space Gray,16/32/64 GB,iPad Air 1/2,0,no description,67,1,not a 99 ending
11137,not biddable,229,used,Cellular,Verizon,White,16/32/64 GB,iPad 3,0,no description,93,4,not a 99 ending
11138,biddable,259,used,Unknown,Unknown,White,16/32/64 GB,Unknown,0,no description,28,2,not a 99 ending
11139,biddable,149.97,used,No cellular,None,Unknown,16/32/64 GB,iPad 2,0,no description,97,2,not a 99 ending
11140,not biddable,649.95,new,Cellular,Sprint/T-Mobile,White,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11141,not biddable,615.99,new,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,99 ending
11142,biddable,0.99,used,Unknown,Unknown,Unknown,Unknown,Unknown,1,no description,100,2,99 ending
11143,not biddable,270.99,used,Cellular,AT&T,Space Gray,16/32/64 GB,iPad Air 1/2,0,no description,97,10,99 ending
11144,biddable,175,used,No cellular,None,White,16/32/64 GB,iPad mini 2,1,contains description,0,0,not a 99 ending
11145,not biddable,430,used,No cellular,None,Unknown,128 GB,iPad mini 2,0,no description,96,3,not a 99 ending
11146,not biddable,379.99,new,No cellular,None,Black,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,99 ending
11147,not biddable,299.95,used,Unknown,Unknown,White,16/32/64 GB,iPad mini,0,no description,82,15,not a 99 ending
11148,not biddable,600,used,Cellular,AT&T,Black,128 GB,iPad 3,0,no description,30,1,not a 99 ending
11149,not biddable,275,used,No cellular,None,Unknown,16/32/64 GB,iPad 4,0,contains description,0,0,not a 99 ending
11150,not biddable,585.99,new,Cellular,Unknown,Space Gray,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,99 ending
11151,not biddable,550,new,Cellular,Unknown,Unknown,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11152,not biddable,245,used,Cellular,AT&T,White,16/32/64 GB,iPad 1,0,no description,22,19,not a 99 ending
11153,not biddable,180,used,No cellular,None,White,16/32/64 GB,iPad 3,0,contains description,0,0,not a 99 ending
11154,not biddable,329.99,used,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,99 ending
11155,not biddable,250,used,Cellular,Unknown,Black,16/32/64 GB,iPad 1,0,contains description,0,0,not a 99 ending
11156,biddable,299.99,new,No cellular,None,Gold,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,99 ending
11157,biddable,165,used,No cellular,None,White,16/32/64 GB,iPad 2,0,contains description,0,0,not a 99 ending
11158,not biddable,175,used,Unknown,Unknown,Black,16/32/64 GB,iPad 2,1,no description,98,3,not a 99 ending
11159,not biddable,260,used,No cellular,None,Black,16/32/64 GB,Unknown,0,contains description,0,0,not a 99 ending
11160,not biddable,340,refurbished,Cellular,AT&T,White,16/32/64 GB,iPad 4,0,no description,100,2,not a 99 ending
11161,not biddable,174.99,used,No cellular,None,Unknown,16/32/64 GB,iPad 2,0,contains description,0,0,99 ending
11162,not biddable,388.99,refurbished,Cellular,Sprint/T-Mobile,Space Gray,16/32/64 GB,iPad Air 1/2,0,no description,96,15,99 ending
11163,not biddable,90,used,No cellular,None,Unknown,16/32/64 GB,iPad 1,0,no description,97,6,not a 99 ending
11164,not biddable,349.99,refurbished,No cellular,None,Black,16/32/64 GB,iPad mini 2,0,no description,101,6,99 ending
11165,biddable,400,new,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
11166,biddable,299.99,used,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,0,no description,32,4,99 ending
11167,not biddable,375,used,No cellular,None,White,16/32/64 GB,iPad mini 2,1,contains description,0,0,not a 99 ending
11168,not biddable,443.09,refurbished,Cellular,Sprint/T-Mobile,Space Gray,16/32/64 GB,iPad Air 1/2,0,no description,99,15,not a 99 ending
11169,not biddable,155,used,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11170,not biddable,128,used,No cellular,None,White,16/32/64 GB,iPad 2,0,contains description,0,0,not a 99 ending
11171,not biddable,275,used,No cellular,None,Space Gray,16/32/64 GB,iPad mini 2,0,contains description,0,0,not a 99 ending
11172,not biddable,149.99,used,Unknown,Unknown,Unknown,16/32/64 GB,Unknown,0,no description,98,4,99 ending
11173,not biddable,149.59,used,No cellular,None,Unknown,16/32/64 GB,iPad mini,1,contains description,0,0,not a 99 ending
11174,not biddable,209.99,used,No cellular,None,White,16/32/64 GB,iPad mini,0,no description,38,2,99 ending
11175,biddable,290,used,No cellular,None,White,16/32/64 GB,iPad mini,0,no description,15,0,not a 99 ending
11176,not biddable,789,new,Cellular,Unknown,Space Gray,128 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11177,not biddable,224,used,Cellular,AT&T,White,16/32/64 GB,Unknown,0,no description,98,2,not a 99 ending
11178,not biddable,239.88,refurbished,No cellular,None,Unknown,16/32/64 GB,iPad 3,0,no description,101,2,not a 99 ending
11179,not biddable,252.88,new,No cellular,None,Black,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11180,biddable,0.99,used,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,1,no description,77,2,99 ending
11181,biddable,159.99,used,No cellular,None,Black,16/32/64 GB,iPad mini,0,contains description,0,0,99 ending
11182,not biddable,639,new,No cellular,None,Unknown,128 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11183,not biddable,619.99,refurbished,No cellular,None,Space Gray,128 GB,iPad Air 1/2,0,no description,85,10,99 ending
11184,not biddable,499.99,new,No cellular,None,Gold,16/32/64 GB,iPad mini3,0,contains description,0,0,99 ending
11185,not biddable,429.95,used,Cellular,Sprint/T-Mobile,White,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11186,not biddable,325,new,No cellular,None,Space Gray,16/32/64 GB,iPad mini3,1,contains description,0,0,not a 99 ending
11187,not biddable,535,new,No cellular,None,White,16/32/64 GB,Unknown,0,contains description,0,0,not a 99 ending
11188,not biddable,289.99,new,No cellular,None,White,16/32/64 GB,iPad mini,0,contains description,0,0,99 ending
11189,not biddable,454.68,new,No cellular,None,White,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11190,not biddable,104.7,used,No cellular,None,Unknown,16/32/64 GB,iPad 1,1,no description,55,1,not a 99 ending
11191,not biddable,649.99,new,No cellular,None,Unknown,16/32/64 GB,iPad 3,0,contains description,0,0,99 ending
11192,not biddable,450,new,No cellular,None,Gold,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11193,not biddable,155,used,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11194,not biddable,310,used,Cellular,Verizon,Black,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11195,biddable,250,used,Unknown,AT&T,Unknown,16/32/64 GB,Unknown,0,no description,18,0,not a 99 ending
11196,not biddable,149.99,used,No cellular,None,Black,16/32/64 GB,iPad 2,1,no description,101,3,99 ending
11197,not biddable,679.95,refurbished,Cellular,Unknown,Unknown,128 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11198,not biddable,396,used,No cellular,None,White,16/32/64 GB,iPad 2,0,no description,98,2,not a 99 ending
11199,biddable,0.99,new,Unknown,Unknown,Unknown,Unknown,Unknown,1,contains description,0,0,99 ending
11200,not biddable,379.99,used,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,99 ending
11201,not biddable,105,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad 1,0,no description,100,13,not a 99 ending
11202,not biddable,119,refurbished,No cellular,None,Black,16/32/64 GB,iPad 1,0,no description,103,10,not a 99 ending
11203,not biddable,379.99,used,Cellular,Unknown,White,16/32/64 GB,iPad mini 2,0,no description,100,78,99 ending
11204,not biddable,15,used,No cellular,None,Black,16/32/64 GB,Unknown,0,contains description,0,0,not a 99 ending
11205,not biddable,549,new,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11206,not biddable,439.98,new,No cellular,None,White,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11207,not biddable,124.95,used,No cellular,None,Unknown,16/32/64 GB,iPad 1,0,no description,5,0,not a 99 ending
11208,not biddable,263.99,refurbished,No cellular,None,White,16/32/64 GB,iPad 4,0,no description,104,14,99 ending
11209,not biddable,400,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad mini,0,no description,43,1,not a 99 ending
11210,not biddable,575,refurbished,No cellular,None,Gold,128 GB,iPad mini3,0,contains description,0,0,not a 99 ending
11211,not biddable,454,new,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11212,not biddable,450,new,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
11213,biddable,0.99,used,No cellular,None,Space Gray,16/32/64 GB,iPad mini,1,no description,75,11,99 ending
11214,not biddable,749,new,Cellular,Sprint/T-Mobile,Unknown,128 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11215,not biddable,550,new,Cellular,Unknown,Gold,16/32/64 GB,iPad mini3,0,no description,90,4,not a 99 ending
11216,biddable,300,new,No cellular,None,Gold,16/32/64 GB,iPad mini3,0,contains description,0,0,not a 99 ending
11217,not biddable,624.99,new,No cellular,None,Gold,128 GB,iPad Air 1/2,1,contains description,0,0,99 ending
11218,not biddable,349.99,used,Cellular,Sprint/T-Mobile,Unknown,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,99 ending
11219,not biddable,430,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad Air 1/2,0,no description,58,4,not a 99 ending
11220,not biddable,449,new,No cellular,None,White,16/32/64 GB,iPad Air 1/2,0,no description,98,3,not a 99 ending
11221,biddable,279,used,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,0,no description,77,10,not a 99 ending
11222,not biddable,367.97,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad 4,0,no description,22,1,not a 99 ending
11223,biddable,179,used,No cellular,None,Black,16/32/64 GB,iPad mini,0,no description,87,8,not a 99 ending
11224,not biddable,679.99,new,No cellular,None,Unknown,128 GB,iPad Air 1/2,0,contains description,0,0,99 ending
