"","carat","cut","color","clarity","depth","table","price","x","y","z","price_hilo"
"7909",1.2,"Ideal","H","VS1",61.9,57,5242,6.77,6.73,4.18,1
"31170",0.9,"Good","G","SI1",63.8,61,3774,6.09,6.05,3.87,0
"16127",0.7,"Premium","G","VS2",62.1,58,2479,5.68,5.63,3.51,0
"26331",0.59,"Very Good","H","VVS2",61.1,57,1771,5.39,5.48,3.32,0
"4204",0.7,"Good","F","SI1",58.7,60,2409,5.75,5.81,3.39,0
"38748",0.94,"Very Good","D","SI2",60.9,62,3691,6.22,6.3,3.81,0
"473",2.06,"Good","I","SI1",59,64,14920,8.39,8.13,4.89,1
"20734",0.6,"Very Good","H","SI1",63.1,60,1402,5.3,5.35,3.36,0
"39315",0.41,"Ideal","D","SI1",61.8,56,1122,4.78,4.73,2.94,0
"22821",0.36,"Very Good","F","SI1",60.7,54,641,4.64,4.67,2.83,0
"8727",0.51,"Ideal","I","VS2",61.1,56,1437,5.16,5.18,3.16,0
"11005",0.72,"Premium","I","SI1",60.8,58,1858,5.83,5.78,3.53,0
"20505",0.35,"Ideal","D","SI1",61.6,56,644,4.49,4.53,2.78,0
"39095",1.01,"Ideal","G","VS2",60.9,57,6663,6.48,6.51,3.95,1
"2195",0.53,"Good","E","VS2",64,55,1607,5.11,5.14,3.28,0
"2860",1.77,"Very Good","J","SI2",63.4,60,8257,7.65,7.61,4.84,1
"5774",0.71,"Very Good","J","SI2",61.1,58,1764,5.67,5.76,3.49,0
"9958",0.53,"Premium","G","VS2",60.7,59,1607,5.24,5.18,3.16,0
"4422",0.43,"Ideal","G","VVS1",61.5,56,1264,4.87,4.85,2.99,0
"899",1.72,"Premium","G","VS1",59.4,60,17605,7.82,7.86,4.66,1
"5006",0.32,"Ideal","G","VVS1",61.8,56,1008,4.41,4.39,2.72,0
"3075",0.35,"Premium","D","VS2",59.7,58,1063,4.61,4.57,2.74,0
"3218",0.37,"Premium","D","SI1",61.9,59,874,4.65,4.62,2.87,0
"35047",1.51,"Premium","F","VS2",60.4,59,14247,7.41,7.33,4.45,1
"28424",1.36,"Ideal","F","VVS2",61.6,56,12608,7.17,7.08,4.39,1
"26850",0.72,"Ideal","F","VS2",62,57,2607,5.77,5.72,3.56,0
"3829",0.56,"Ideal","H","VVS2",61.8,56,2118,5.28,5.33,3.28,0
"15333",1.15,"Premium","E","SI2",61.7,59,5193,6.7,6.66,4.12,1
"20620",2.14,"Premium","J","SI2",58.4,58,10306,8.52,8.5,4.97,1
"3607",2.01,"Very Good","H","SI2",63.3,60,10772,7.84,7.77,4.94,1
"27568",1.21,"Ideal","J","VS2",62.2,57,4879,6.78,6.82,4.23,1
"14399",0.27,"Ideal","E","VS2",61,55,577,4.18,4.2,2.56,0
"24026",0.3,"Ideal","E","VS2",61.2,55,658,4.31,4.35,2.65,0
"22737",1.52,"Premium","F","VS2",61.4,58,15792,7.42,7.37,4.54,1
"22113",1.23,"Premium","I","VS2",61.7,58,5521,6.85,6.87,4.23,1
"8270",0.9,"Very Good","F","VS2",61.7,57,4493,6.17,6.21,3.82,1
"30931",0.3,"Ideal","I","VVS1",62.3,55,552,4.28,4.29,2.67,0
"1255",0.32,"Premium","I","SI1",61.6,61,540,4.4,4.36,2.7,0
"34438",0.97,"Premium","D","SI1",62,60,4639,6.29,6.25,3.89,1
"9119",0.32,"Ideal","G","VVS2",61.9,57,936,4.41,4.38,2.72,0
"1298",0.36,"Premium","E","VS2",62,58,1013,4.56,4.54,2.82,0
"2185",1.01,"Premium","G","VS2",59.8,61,5620,6.53,6.44,3.88,1
"24399",0.81,"Ideal","E","SI2",61.4,57,2673,6,5.97,3.68,0
"25715",0.38,"Very Good","D","SI2",62.1,55,633,4.62,4.65,2.88,0
"4519",0.53,"Ideal","F","VVS1",61.4,57,2860,5.23,5.2,3.2,0
"33120",1.73,"Very Good","I","VS1",62.2,59,12559,7.62,7.65,4.75,1
"9832",0.91,"Fair","H","SI2",61.3,67,2825,6.24,6.19,3.81,0
"13285",0.53,"Ideal","D","SI1",62.3,56,1683,5.18,5.15,3.22,0
"10879",0.4,"Good","I","SI1",63.2,54,596,4.67,4.69,2.96,0
"31580",0.74,"Very Good","J","VS2",60.8,58,2003,5.79,5.85,3.54,0
"8865",0.73,"Ideal","E","SI1",62.2,56,2791,5.74,5.78,3.58,0
"19856",1.12,"Premium","E","I1",61,59,4014,6.74,6.7,4.1,1
"23947",0.35,"Ideal","F","VS2",61.9,54,906,4.54,4.5,2.8,0
"16524",1.31,"Ideal","G","VVS1",61.1,57,11146,7.01,7.06,4.3,1
"11617",0.75,"Ideal","F","SI1",62.3,57,2744,5.82,5.77,3.61,0
"30128",1.22,"Premium","I","VS2",62.3,59,5832,6.79,6.83,4.24,1
"5061",1.03,"Ideal","E","VS1",61.9,57,8629,6.46,6.44,4,1
"6547",1.03,"Ideal","F","SI1",62.6,57,5366,6.42,6.46,4.03,1
"1448",1.25,"Very Good","E","VS1",61.5,59,10285,6.91,6.95,4.26,1
"26232",0.31,"Ideal","D","VS2",62.4,57,662,4.34,4.31,2.7,0
"38782",1.56,"Good","J","VS2",57.6,65,6966,7.6,7.62,4.38,1
"448",0.41,"Ideal","J","VS1",61.6,55.1,674,4.75,4.8,2.95,0
"10893",1.02,"Premium","F","VVS2",60.9,59,8616,6.44,6.56,3.96,1
"7579",1.01,"Very Good","D","VVS1",62.8,57,13312,6.36,6.41,4.01,1
"23822",1.05,"Ideal","I","VS2",62.2,55.8,6279,6.49,6.52,4.04,1
"32271",0.44,"Ideal","D","VS1",61.3,56,1235,4.87,4.92,3,0
"9195",2,"Premium","G","SI2",60.3,57,12388,8.25,8.06,4.92,1
"35951",1.01,"Very Good","G","SI1",62.8,56,5049,6.35,6.43,4.01,1
"15501",1.03,"Very Good","H","SI2",61.3,56,4745,6.5,6.53,3.99,1
"5735",1.67,"Ideal","H","SI1",61.6,55,11678,7.68,7.62,4.71,1
"22442",0.5,"Very Good","D","VS2",63.3,54,1758,5.07,5.04,3.2,0
"11847",1.21,"Ideal","G","VS1",61.1,58,8699,6.9,6.87,4.21,1
"38391",1.22,"Very Good","J","VS2",60.8,56,5160,6.95,6.91,4.21,1
"536",2.01,"Very Good","H","VS2",63.2,58,18507,7.93,8.01,5.04,1
"5488",0.9,"Ideal","G","VS2",62,57,4482,6.22,6.19,3.85,1
"16353",0.48,"Premium","H","SI2",58.5,59,972,5.16,5.13,3.01,0
"1974",0.4,"Ideal","D","VS2",60.8,59,917,4.71,4.76,2.88,0
"35175",0.33,"Very Good","H","VS1",59.7,59,579,4.52,4.53,2.7,0
"5903",1.37,"Ideal","E","VS2",60.3,54,11314,7.26,7.2,4.36,1
"23971",0.3,"Fair","D","VVS2",65.2,59,772,4.2,4.18,2.73,0
"8413",0.73,"Very Good","G","VS1",62.4,58.1,2999,5.71,5.75,3.58,0
"3216",1.2,"Ideal","G","VS1",62.3,56,8596,6.82,6.77,4.23,1
"30306",0.35,"Very Good","G","IF",62.1,56,833,4.54,4.57,2.82,0
"8826",0.9,"Very Good","F","SI2",61.4,62,3770,6.11,6.2,3.78,0
"38061",1.32,"Premium","F","VS2",62.2,58,10814,7.03,6.95,4.35,1
"29430",2.01,"Premium","H","SI2",61.9,59,11646,8.13,7.97,4.98,1
"24074",0.34,"Very Good","H","VVS2",61.4,58,686,4.46,4.5,2.75,0
"17738",0.7,"Ideal","F","VS1",62.4,56,2874,5.69,5.65,3.54,0
"8414",0.55,"Ideal","E","VS2",62.5,56,2030,5.26,5.23,3.28,0
"10111",1.01,"Very Good","G","VS1",62.5,56,6846,6.36,6.4,3.99,1
"33680",1.03,"Ideal","D","SI1",61.6,55,5804,6.49,6.53,4.01,1
"13788",1.03,"Very Good","I","SI2",63.5,58,5884,6.38,6.4,4.06,1
"1848",0.39,"Good","J","VS2",63.3,56,581,4.6,4.63,2.92,0
"11047",0.41,"Ideal","F","VVS2",61.4,57,1323,4.77,4.81,2.94,0
"25681",0.71,"Premium","E","VS1",59.7,57,2920,5.87,5.78,3.48,0
"32056",1.5,"Fair","G","VVS2",64.8,56,13553,7.18,7.12,4.63,1
"9071",1.21,"Premium","G","VVS2",58.5,58,9541,7.06,6.95,4.1,1
"12799",1.41,"Premium","E","VS1",58.8,59,12671,7.3,7.26,4.28,1
"10510",0.63,"Premium","F","VS2",61.5,59,1905,5.53,5.5,3.39,0
"11283",0.52,"Ideal","J","IF",62.1,56,1385,5.18,5.12,3.2,0
"35786",0.38,"Premium","D","VVS1",60.4,59,1400,4.7,4.71,2.84,0
"5899",0.38,"Ideal","E","VVS1",61.9,56,1327,4.67,4.64,2.88,0
"17642",1.6,"Premium","F","SI2",60.5,60,8530,7.55,7.52,4.56,1
"38682",0.78,"Good","J","SI1",58,62,2035,6.01,6.05,3.5,0
"34221",0.23,"Very Good","E","VVS1",59.3,62,485,3.99,4,2.37,0
"32467",0.3,"Premium","H","VS2",62.3,58,473,4.31,4.33,2.69,0
"21465",0.34,"Very Good","F","SI2",63.3,54,574,4.48,4.46,2.83,0
"27977",0.76,"Ideal","D","SI1",62,57,3306,5.88,5.92,3.66,0
"10873",0.54,"Ideal","H","SI1",62.1,56,1178,5.18,5.26,3.24,0
"12068",0.32,"Premium","G","VS2",59.9,57,720,4.51,4.47,2.69,0
"24778",0.3,"Very Good","G","VS1",62.8,58,605,4.26,4.28,2.68,0
"21903",0.53,"Ideal","F","SI1",61.5,56,1639,5.2,5.24,3.21,0
"22117",1,"Premium","F","VVS1",61,60,9901,6.43,6.39,3.91,1
"6708",0.55,"Premium","G","SI1",62.1,56,1321,5.28,5.22,3.26,0
"39864",0.32,"Premium","G","VVS1",62.6,58,842,4.38,4.41,2.75,0
"34494",0.55,"Ideal","J","SI1",61,56,1101,5.31,5.34,3.25,0
"2345",0.61,"Ideal","D","VS2",61.6,56,2364,5.46,5.49,3.37,0
"16774",0.38,"Ideal","E","SI2",61.5,55,603,4.69,4.72,2.89,0
"10760",0.94,"Premium","F","SI2",62.6,57,3869,6.27,6.25,3.92,0
"24789",0.34,"Ideal","E","SI1",61.7,56,596,4.49,4.52,2.78,0
"38350",1.24,"Premium","H","SI1",60.1,58,6327,7.04,7.01,4.22,1
"24577",0.9,"Premium","D","SI2",61.2,62,4133,6.22,6.07,3.76,1
"22666",1.07,"Ideal","G","SI2",62,57,4401,6.58,6.55,4.07,1
"18622",1.06,"Ideal","F","VVS2",61.3,57,9547,6.56,6.59,4.03,1
"11789",0.72,"Premium","G","VS2",61.4,57,2550,5.83,5.77,3.56,0
"11980",0.9,"Premium","H","SI1",62.4,56,3095,6.13,6.05,3.8,0
"37993",1.04,"Premium","I","SI2",61.3,59,4141,6.5,6.46,3.97,1
"15526",0.51,"Ideal","F","VVS1",62,57,2787,5.11,5.15,3.18,0
"25549",0.9,"Good","G","SI1",63.8,59,3669,6.08,6.05,3.87,0
"23339",0.71,"Premium","F","SI2",62.1,60,2275,5.7,5.66,3.53,0
"18230",2.02,"Very Good","I","SI1",60.4,58,17357,8.2,8.16,4.94,1
"28618",0.7,"Good","E","SI1",57.8,62,2150,5.79,5.84,3.36,0
"12731",1.01,"Ideal","I","SI1",61.9,59,4638,6.38,6.42,3.96,1
"27394",0.31,"Ideal","D","VS2",62.1,54,942,4.36,4.34,2.7,0
"11356",1,"Fair","I","SI2",65.8,58,3348,6.23,6.27,4.11,0
"17647",0.32,"Ideal","G","VS2",61.4,55,561,4.4,4.46,2.72,0
"5455",0.31,"Ideal","F","IF",61.5,55,1061,4.34,4.37,2.68,0
"9787",0.51,"Premium","H","SI1",60.4,58,1195,5.21,5.19,3.14,0
"30679",0.4,"Premium","D","SI2",60.4,59,666,4.8,4.83,2.91,0
"15586",0.72,"Premium","E","SI1",60.9,60,2863,5.78,5.74,3.51,0
"3417",1.11,"Ideal","F","VVS1",62.1,57,12956,6.62,6.69,4.13,1
"24579",1.34,"Very Good","H","SI1",62.4,58,7636,6.98,7.02,4.37,1
"38686",0.38,"Very Good","F","VVS1",61.7,56,1087,4.63,4.66,2.86,0
"18401",1.02,"Ideal","H","SI1",61.7,57,5047,6.45,6.48,3.99,1
"5597",0.3,"Ideal","D","VVS2",61.7,55,814,4.33,4.36,2.68,0
"37889",0.93,"Premium","G","VS2",62.2,59,4750,6.26,6.21,3.88,1
"28682",0.39,"Good","G","VS2",63.3,57,787,4.61,4.65,2.93,0
"30129",0.7,"Ideal","D","VS1",61.4,57,4323,5.71,5.76,3.52,1
"38811",0.59,"Very Good","H","IF",61.7,56,2317,5.42,5.48,3.36,0
"32893",1.01,"Premium","G","VVS2",62.4,59,7466,6.37,6.32,3.96,1
"16098",0.53,"Ideal","D","IF",61.5,54,3517,5.27,5.21,3.22,0
"34203",0.41,"Ideal","G","SI1",61.8,55,876,4.8,4.81,2.97,0
"1567",0.45,"Good","E","SI1",63.9,57,1063,4.86,4.81,3.09,0
"27575",0.72,"Ideal","F","SI2",61.2,58,2300,5.72,5.78,3.52,0
"38989",1.05,"Very Good","H","SI1",60.5,58,5406,6.55,6.6,3.98,1
"22284",1,"Very Good","D","SI1",60.3,58,6196,6.44,6.49,3.9,1
"3206",1.65,"Ideal","J","SI1",62.5,56,8334,7.59,7.54,4.73,1
"5098",0.7,"Ideal","G","VS2",62.1,55,2371,5.63,5.61,3.49,0
"10685",0.36,"Ideal","G","VS2",60.6,56,664,4.62,4.67,2.81,0
"11074",1.22,"Very Good","G","VS2",62.7,58,8377,6.8,6.72,4.24,1
"21796",1.7,"Ideal","F","VS2",62.7,55,17114,7.54,7.58,4.74,1
"3447",1.12,"Ideal","F","VS2",61.2,56,8063,6.67,6.73,4.11,1
"15916",0.7,"Good","F","SI1",63.5,59,1988,5.58,5.64,3.56,0
"19184",0.31,"Ideal","F","VS2",60.5,57,591,4.39,4.41,2.66,0
"22946",0.83,"Premium","D","SI2",62.7,56,3078,6.01,5.98,3.76,0
"37895",0.72,"Very Good","E","SI1",63.3,56,3183,5.67,5.71,3.6,0
"21704",0.9,"Premium","F","VS2",61.9,55,4536,6.25,6.23,3.86,1
"32161",1.48,"Very Good","I","VS2",63,58,8196,7.16,7.19,4.52,1
"8136",1.16,"Good","G","SI2",63.7,57,3644,6.59,6.56,4.19,0
"5358",1.22,"Ideal","F","VS1",61.5,56,9756,6.89,6.84,4.22,1
"12433",0.4,"Very Good","D","VS1",62.9,55,1004,4.73,4.77,2.99,0
"16354",1.53,"Very Good","I","SI1",63.1,57,8242,7.34,7.28,4.61,1
"869",2.01,"Premium","H","SI1",61.7,60,18188,8.06,7.96,4.94,1
"32518",0.23,"Very Good","H","VVS2",62,55,378,3.93,3.95,2.44,0
"32408",0.39,"Ideal","G","SI2",61.2,56,603,4.71,4.73,2.89,0
"38848",0.34,"Premium","D","SI1",62.4,58,803,4.46,4.42,2.77,0
"34816",1.11,"Ideal","H","SI1",61.6,56,5456,6.69,6.65,4.11,1
"22368",1,"Good","G","VS2",63.1,58,5621,6.31,6.39,4.01,1
"17929",0.5,"Very Good","G","VS1",61,58,1694,5.08,5.15,3.12,0
"16236",0.7,"Ideal","E","VS2",61.9,58,2952,5.7,5.73,3.54,0
"12013",0.71,"Very Good","H","IF",60.2,61,3444,5.76,5.8,3.48,0
"32164",0.44,"Ideal","J","VVS2",62.1,55,726,4.88,4.91,3.04,0
"24008",0.25,"Ideal","G","VVS1",62.6,56,582,4.01,4.05,2.52,0
"24634",0.32,"Premium","J","SI1",62.2,59,468,4.41,4.37,2.73,0
"32628",0.31,"Premium","E","VVS2",62.2,56,1116,4.31,4.28,2.67,0
"30177",1.17,"Ideal","F","SI1",63,54,5032,6.71,6.66,4.21,1
"11982",1.08,"Ideal","G","SI2",61.9,57,4544,6.55,6.57,4.06,1
"19178",0.72,"Very Good","I","VVS2",62.7,54,2386,5.74,5.8,3.62,0
"16848",1.01,"Very Good","D","SI1",62.6,56,5731,6.36,6.39,3.99,1
"33849",0.75,"Ideal","H","SI1",61.9,56,3011,5.81,5.85,3.61,0
"9782",0.31,"Ideal","E","VS2",62.5,54,720,4.33,4.37,2.72,0
"21431",0.54,"Good","D","SI2",59.1,65,1377,5.28,5.32,3.13,0
"14789",0.37,"Premium","F","VS2",62.7,58,957,4.58,4.55,2.86,0
"5968",1.07,"Very Good","E","SI2",61.7,58,5304,6.54,6.56,4.04,1
"35594",0.32,"Ideal","I","VVS1",61.7,55,756,4.4,4.39,2.71,0
"21498",0.4,"Very Good","D","VS2",59.3,58,850,4.8,4.85,2.86,0
"5344",0.47,"Good","F","VS1",60,60.1,1243,5.04,5.06,3.03,0
"10845",1.21,"Ideal","G","VS1",61.3,57,10685,6.82,6.87,4.2,1
"33487",2,"Premium","I","VS2",58.5,61,14763,8.28,8.19,4.82,1
"23918",0.43,"Very Good","E","VS1",61.9,53,1051,4.86,4.89,3.02,0
"19021",1.82,"Very Good","G","SI2",61.3,58,11971,7.83,7.94,4.83,1
"30864",1.19,"Ideal","G","SI1",62.3,55,6335,6.76,6.81,4.23,1
"29670",0.43,"Very Good","E","VVS1",61.2,56,1433,4.84,4.87,2.97,0
"23474",1.04,"Good","J","VS2",58.2,64,3285,6.64,6.53,3.85,0
"17716",0.81,"Very Good","F","VS1",62.7,56,3689,5.92,5.98,3.73,0
"22908",0.9,"Good","G","VS2",63.9,61,3859,5.97,6.01,3.83,0
"23507",0.9,"Very Good","F","SI1",61.4,58,4379,6.18,6.23,3.81,1
"23536",1.68,"Premium","I","SI1",61.5,59,10151,7.63,7.58,4.68,1
"16821",1.01,"Ideal","H","SI1",62.2,58,4773,6.37,6.43,3.98,1
"8887",0.33,"Ideal","G","VS1",62.4,56,666,4.43,4.45,2.77,0
"32420",0.58,"Ideal","F","VS1",61.2,57,1979,5.36,5.39,3.29,0
"24343",1.21,"Ideal","E","SI1",61.8,56,8863,6.82,6.86,4.23,1
"39994",1.14,"Ideal","G","VS2",61.4,56,7667,6.74,6.77,4.15,1
"2980",0.92,"Premium","G","VS2",61.6,62,4287,6.3,6.24,3.86,1
"18500",0.27,"Premium","E","VVS2",59,59,799,4.27,4.24,2.51,0
"8773",0.76,"Ideal","D","VS1",62,56,4243,5.84,5.87,3.63,1
"14122",0.9,"Good","G","SI2",63.8,59,3246,6.05,6.02,3.85,0
"6085",0.61,"Ideal","H","VS2",62,53,1591,5.47,5.49,3.4,0
"37282",1.01,"Good","G","SI1",63.4,58,4588,6.28,6.33,4,1
"24802",0.72,"Ideal","D","SI2",62.3,57,2457,5.8,5.75,3.6,0
"30956",1.01,"Premium","H","SI2",61.3,59,4355,6.47,6.41,3.95,1
"36494",0.43,"Ideal","H","VVS2",62.3,55,1008,4.85,4.82,3.01,0
"34276",1.6,"Ideal","I","SI1",62.4,56,9901,7.52,7.48,4.68,1
"21617",0.71,"Ideal","G","SI1",61.6,55,3007,5.72,5.78,3.54,0
"12360",1,"Premium","F","SI1",62.3,59,5197,6.37,6.43,3.99,1
"39949",1.01,"Good","I","VS1",59,63.5,5056,6.5,6.57,3.86,1
"5450",0.38,"Ideal","G","SI2",62.8,57,566,4.58,4.59,2.88,0
"15154",1.54,"Good","J","I1",61.7,60,4492,7.26,7.32,4.5,1
"20027",1.3,"Good","D","SI2",57.1,63,6443,7.27,7.22,4.14,1
"35758",0.38,"Very Good","G","VS2",59.2,60,766,4.7,4.73,2.79,0
"19578",0.41,"Ideal","D","VVS1",62.3,55,1582,4.78,4.75,2.97,0
"20038",0.35,"Premium","E","VS1",60.8,58,1063,4.58,4.55,2.78,0
"7170",0.8,"Ideal","F","VS2",62,55,3653,5.93,6,3.7,0
"9734",0.26,"Very Good","E","VVS1",61.8,59,539,4.11,4.14,2.55,0
"27416",0.74,"Ideal","H","SI1",62.1,56,2375,5.86,5.84,3.63,0
"10562",0.34,"Good","H","VS2",63.7,57,537,4.42,4.44,2.82,0
"17011",0.72,"Ideal","E","SI2",62.4,57,2355,5.73,5.77,3.59,0
"35593",1.75,"Premium","G","VS2",62.8,59,16220,7.62,7.53,4.76,1
"10872",0.4,"Ideal","G","VVS1",60.2,60,997,4.78,4.82,2.89,0
"20537",1.08,"Ideal","F","VS2",61.9,55,7629,6.58,6.61,4.09,1
"9587",0.5,"Premium","F","SI2",61.4,61,1172,5.14,5.09,3.14,0
"26072",0.7,"Premium","F","SI2",58.4,61,1966,5.86,5.79,3.4,0
"17535",0.25,"Very Good","F","IF",61.1,54,633,4.08,4.11,2.5,0
"39322",0.62,"Premium","H","SI2",61,62,1159,5.47,5.42,3.32,0
"17098",0.5,"Ideal","E","VS2",60.6,59,1655,5.1,5.2,3.12,0
"21305",2.02,"Ideal","J","VS2",62,56,12832,8.06,8.13,5.02,1
"29487",1,"Premium","E","VS2",60.4,57,6720,6.49,6.46,3.91,1
"4170",0.31,"Premium","I","VS2",60.7,61,558,4.34,4.32,2.63,0
"8297",1.2,"Ideal","I","VVS2",61.5,57,6581,6.91,6.82,4.22,1
"22122",1,"Good","J","SI2",62.7,58,3234,6.28,6.32,3.95,0
"18220",1.21,"Premium","J","SI1",59.9,60,4770,6.89,6.86,4.12,1
"33327",1,"Fair","G","SI1",67.7,57,3631,6,6.15,4.11,0
"25086",0.23,"Very Good","D","VS2",60.2,57,577,4.02,4.07,2.43,0
"33791",1,"Premium","D","SI1",62.5,59,5880,6.38,6.32,3.97,1
"1807",0.9,"Premium","D","SI2",62.9,56,4007,6.19,6.09,3.86,1
"35673",0.31,"Very Good","H","VVS2",61.2,60,625,4.37,4.39,2.68,0
"20846",0.52,"Very Good","F","VS2",60,61.5,1680,5.19,5.23,3.13,0
"35015",1.14,"Premium","G","VS2",61.4,60,7079,6.71,6.68,4.11,1
"6635",0.72,"Premium","G","VVS2",60.7,60,2703,5.87,5.8,3.54,0
"25668",1.51,"Very Good","E","VS2",60.1,58,14889,7.51,7.57,4.53,1
"34405",0.9,"Ideal","H","VS2",60.9,54,4871,6.19,6.22,3.78,1
"2730",0.28,"Very Good","E","VS1",61.8,55,489,4.21,4.24,2.61,0
"39404",0.36,"Premium","E","VS2",61.8,58,1013,4.57,4.52,2.81,0
"1828",0.32,"Ideal","F","VVS1",61,56,912,4.42,4.43,2.7,0
"18080",0.38,"Very Good","E","VVS1",60,59,1053,4.66,4.68,2.8,0
"15710",0.52,"Ideal","D","VVS1",62.1,54,3373,5.15,5.18,3.21,0
"6857",1.54,"Premium","I","SI2",60.1,61,7727,7.46,7.41,4.47,1
"36899",0.72,"Ideal","I","SI2",60.7,60,1927,5.75,5.78,3.5,0
"12586",1.25,"Ideal","G","VVS2",62.2,55,10983,6.87,6.93,4.29,1
"34242",2.01,"Fair","H","SI2",64.9,56,10184,7.88,7.81,5.09,1
"29019",1.05,"Very Good","E","VS2",62.2,57,6865,6.44,6.56,4.04,1
"2623",1.11,"Very Good","E","SI1",62.4,57,6563,6.58,6.6,4.11,1
"19319",0.52,"Very Good","G","VS1",63.8,58,1641,5.06,5.09,3.24,0
"20992",1.16,"Ideal","H","SI1",61.8,54,6084,6.74,6.81,4.19,1
"11427",0.72,"Very Good","J","SI1",63,57,1966,5.69,5.74,3.6,0
"6576",0.78,"Ideal","E","VS2",62,55,3334,5.89,5.95,3.67,0
"32425",0.82,"Ideal","I","VS1",61.6,56,3071,6.05,6.01,3.72,0
"28540",0.35,"Ideal","E","VS2",61.6,56,767,4.52,4.54,2.79,0
"36203",1.33,"Premium","F","SI2",60.7,62,5288,7.12,7.07,4.31,1
"3280",0.39,"Very Good","I","VVS2",62.7,58,817,4.65,4.67,2.92,0
"8563",0.72,"Premium","D","VVS2",60,57,3459,5.92,5.84,3.53,0
"35760",0.32,"Premium","G","VS2",60.7,58,720,4.42,4.38,2.67,0
"15003",2.01,"Fair","G","SI2",65.9,57,10887,7.85,7.78,5.15,1
"3409",0.31,"Fair","G","VS1",64.6,55,695,4.31,4.26,2.77,0
"28484",0.71,"Very Good","D","VS1",62.5,58,3333,5.68,5.71,3.56,0
"10697",2,"Ideal","I","SI2",61.1,59,13921,8.07,8.11,4.94,1
"25997",0.24,"Ideal","F","VVS2",61.5,56,540,3.99,4.01,2.46,0
"13722",1.51,"Very Good","F","VVS2",58,65,16613,7.58,7.62,4.41,1
"32045",1.23,"Premium","G","VS1",61.3,58,8759,6.87,6.89,4.22,1
"36289",0.31,"Ideal","I","VVS1",62,54,571,4.34,4.37,2.7,0
"19627",0.26,"Ideal","G","VVS2",61.4,56,545,4.11,4.14,2.53,0
"25420",1.02,"Premium","G","SI1",61.7,58,5169,6.47,6.37,3.96,1
"36215",0.83,"Ideal","F","SI2",62.3,55,2790,6.02,6.05,3.76,0
"2581",0.29,"Ideal","F","SI2",60.6,59,496,4.31,4.37,2.63,0
"38200",1.01,"Premium","I","SI1",61.8,59,4242,6.44,6.37,3.96,1
"38765",0.5,"Ideal","E","VS2",62.2,54,1746,5.11,5.08,3.17,0
"25925",1.12,"Premium","J","SI1",62.7,55,4064,6.65,6.61,4.16,1
"25030",0.33,"Very Good","H","IF",61.2,56,838,4.46,4.5,2.74,0
"37876",0.25,"Very Good","D","VVS2",63,56,512,3.98,4.02,2.52,0
"32921",1.53,"Ideal","J","VS1",62.4,54,8943,7.34,7.38,4.59,1
"14442",0.3,"Premium","H","SI1",61.2,60,540,4.31,4.29,2.63,0
"18446",0.71,"Ideal","D","SI2",61.5,56,2633,5.78,5.74,3.54,0
"22116",0.55,"Ideal","D","SI2",61.6,56,1364,5.28,5.31,3.26,0
"30981",0.39,"Ideal","E","VVS2",61.7,56,1056,4.73,4.75,2.92,0
"38175",0.72,"Very Good","F","VS1",60.2,59,2846,5.79,5.84,3.5,0
"39441",0.27,"Very Good","D","VS2",63,57,419,4.06,4.1,2.57,0
"21173",0.41,"Ideal","D","SI1",62.7,56,791,4.73,4.78,2.98,0
"36728",0.33,"Ideal","I","VS2",61.5,57,463,4.42,4.49,2.74,0
"6733",0.44,"Good","E","VS2",59,64,1001,5.01,4.94,2.93,0
"12869",0.3,"Ideal","H","VVS2",61.7,54,776,4.34,4.31,2.67,0
"1114",1.31,"Premium","G","VVS2",59.6,61,11255,7.23,7.14,4.28,1
"17828",1.18,"Very Good","G","VS2",62.7,54.7,8411,6.74,6.77,4.23,1
"18523",0.3,"Very Good","D","VVS2",63,56,754,4.29,4.31,2.71,0
"19564",0.44,"Ideal","H","IF",62,57,1255,4.87,4.91,3.02,0
"18065",0.31,"Ideal","H","VS2",61.7,55,507,4.34,4.38,2.69,0
"23203",0.31,"Premium","J","VS2",62.5,60,488,4.36,4.31,2.71,0
"29270",0.7,"Premium","F","SI2",62.9,57,2184,5.64,5.61,3.53,0
"9274",1,"Very Good","G","VS2",63.1,58,5723,6.39,6.31,4.01,1
"8759",0.25,"Good","E","VVS2",58,65,476,4.13,4.18,2.41,0
"7283",1.21,"Good","G","VS2",59.1,61,7359,6.95,6.89,4.09,1
"3080",0.53,"Ideal","F","VS1",61.7,55,2046,5.18,5.22,3.21,0
"14817",0.4,"Very Good","E","VS2",63,57,888,4.67,4.69,2.95,0
"11301",1.51,"Ideal","I","SI1",61.1,59,8342,7.4,7.37,4.51,1
"32558",0.9,"Premium","D","SI1",62.1,60,3812,6.2,6.14,3.83,0
"10020",1.24,"Premium","I","SI1",62.4,59,4791,6.89,6.87,4.29,1
"24306",0.54,"Ideal","D","VVS1",61.3,56,4042,5.24,5.26,3.22,1
"36332",0.74,"Very Good","E","SI1",63.5,56,2803,5.74,5.79,3.66,0
"33070",0.38,"Premium","F","VVS1",61.6,58,1200,4.63,4.66,2.86,0
"22373",0.72,"Very Good","J","VS2",63.2,60,1814,5.77,5.7,3.63,0
"33253",0.54,"Premium","H","VVS2",60.6,60,1662,5.29,5.31,3.21,0
"34785",0.41,"Premium","F","VS1",60.7,56,1076,4.82,4.77,2.91,0
